movieId,title,tags
3556,The Virgin Suicides,"group male friend become obsessed five mysterious sister sheltered strict, religious parents. drama romance michigan 1970s youth family womandirector jameswoods kathleenturner kirstendunst joshhartnett michaelparé sofiacoppola"
3564,The Flintstones in Viva Rock Vegas,"flintstone again. flintstone rubble head rock vega fred hoping court lovely wilma. nothing stand way love, except conniving chip rockefeller playboy born baysville made cutthroat town rock vegas. fred win wilma's love? sciencefiction comedy family romance waitress marriageproposal flirt stoneage bestfriend markaddy stephenbaldwin kristenjohnston janekrakowski joancollins brianlevant"
3565,Where the Heart Is,"novalee nation 17-year-old tennessee transient grow hurry left pregnant abandoned boyfriend roadside sequoyah, okla., take refuge friendly aisle wal-mart. short order, eccentric, kindly stranger ""adopt"" novalee infant daughter, helping buck odds build new life. comedy drama romance california baby supermarket oklahoma pregnancyandbirth natalieportman ashleyjudd stockardchanning joancusack sallyfield mattwilliams"
3568,Smiling Fish & Goat On Fire,"two brother share house la's fairfax district: tony's feckless actor, chris accountant. relationship rocky ground. emotion swirl, tony meet u postal service letter carrier, single mom named kathy who's come la wyoming daughter, budding actress. chris meet anna, italian beauty working state month wrangling animal movie sets. chris also befriends clive, aging crusty man whose longing recently-deceased wife portrait true love. clive's example help chris sort love life, tony grow enough see possibility kathy daughter? comedy romance derickmartini amyhathaway stevenmartini kevinjordan"
3578,Gladiator,"year 180, death emperor marcus aurelius throw roman empire chaos. maximus one roman army's capable trusted general key advisor emperor. marcus' devious son commodus ascends throne, maximus set executed. escapes, captured slave traders. renamed spaniard forced become gladiator, maximus must battle death men amusement paying audiences. battle skill serve well, becomes one famous admired men fight colosseum. determined avenge man took away freedom laid waste family, maximus belief use fame skill ring avenge loss family former glory. gladiator begin challenge rule, commodus decides put fighting mettle test squaring maximus battle death. action drama adventure rome gladiator arena senate romanempire russellcrowe joaquinphoenix connienielsen oliverreed richardharris ridleyscott"
3579,I Dreamed of Africa,"inspired true story indomitable kuki gallmann, film tell beautiful inquisitive woman courage escape comfortable yet monotonous life italy start anew african wilderness son, emanuele, new husband, paolo. gallmann face great danger eventually becomes celebrated conservationist. romance drama adventure africa kimbasinger vincentpérez liamaiken danielcraig evamariesaint hughhudson"
3581,Human Traffic,"exists clubs, drugs, pub parties. got 48 hour world, man gonna blow steam head like screaming kettle. gonna talk cod hit stranger night. gonna lose plot dance floor, free radical inside freaking man! tonight jip travolta, peter popper, going never never land chosen family, man. going get spaced neil armstrong ever did. anything could happen tonight, know? could best night life! got 73 quid back burner. gonna wax lot, man. milky bar me! yeah! comedy drama sex salesclerk fastfoodrestaurant boredom relationshipproblems johnsimm dannydyer lorrainepilkington shaunparkes nicolareynolds justinkerrigan"
3593,Battlefield Earth,"year 3000, man match psychlos, greedy, manipulative race alien quest ultimate profit. led powerful terl, psychlos stripping earth clean natural resources, using broken remnant humanity slaves. left human race descended near primitive state. captured, tyler save mankind. action sciencefiction war basedonnovel post-apocalyptic dystopia mining fighterjet johntravolta barrypepper forestwhitaker kimcoates sabinekarsenti rogerchristian"
3594,Center Stage,group 12 teenager various background enroll american ballet academy new york make ballet dancer one deal problem stress training getting ahead world dance. drama music newyork competition dancer dance ball amandaschull zoesaldana susanmaypratt petergallagher scottiethompson nicholashytner
3595,Held Up,"vacation southwest, rae find man michael spent house money classic car, dump him, hitching ride vega flight home. kid promptly steal michael's car, leaving zip &amp; sip, convenience store. three bumbling robber promptly stage hold up. two take cash stranding third, mysterious crate, cop arrive. robber take store hostage. incompetent cop bring swat team try by-the-book rescue, michael keep robber calm, find what's crate, aid negotiations, get back rae. stockholm syndrome asserts effect. comedy jamiefoxx nialong barrycorbin johncullum jakebusey steverash"
3596,Screwed,"chauffeur kidnaps rich boss's dog hold ransom, accidentally get dog back, think chauffeur who's kidnapped. action comedy normmacdonald davechappelle dannydevito elainestritch danielbenzali scottalexander larrykaraszewski"
3597,Whipped,"three one may sound like fairly good odds, depends game. ""one"" one irresistible woman ""three"" three hopelessly smitten guys, deck pretty stacked. battle sexes, first rule never underestimate power woman. comedy romance independentfilm diner dating masturbation amandapeet brianvanholt jonathanabrahams zoriebarber judahdomke peterm.cohen"
3615,Dinosaur,orphaned dinosaur raised lemur join arduous trek sancturary meteorite shower destroys family home. animation family cataclysm asteroid leader comet animation d.b.sweeney alfrewoodard ossiedavis maxcasella haydenpanettiere ralphzondag ericleighton
3616,Loser,"university scholarship, good natured student midwest get crash course city life dealing three evil roommates. befriends virtually homeless college student fall for, dating nasty professor. drama comedy romance family college lostandfound olderbrotheryoungersister womandirector youngadult jasonbiggs menasuvari zakorth thomassadoski jimmisimpson amyheckerling"
3617,Road Trip,four friend take 1800 mile road trip retrieve illicit tape mistakenly mailed girl friend. comedy adventure femalenudity sex sexism spermbank erection breckinmeyer seannwilliamscott amysmart paulocostanzo djqualls toddphillips
3618,Small Time Crooks,loser crook wife strike rich botched bank job's cover business becomes spectacular success. action comedy crime bank restaurant roleofwomen bankrobber wife woodyallen carolynsaxon traceyullman michaelrapaport tonydarrow woodyallen
3623,Mission: Impossible II,"computer genius luther stickell side beautiful thief mind, agent ethan hunt race across australia spain stop former imf agent unleashing genetically engineered biological weapon called chimera. mission, hunt choose accept it, plunge center international crisis terrifying magnitude. adventure action thriller terror spain cia helicopter secretidentity tomcruise dougrayscott thandienewton vingrhames richardroxburgh johnwoo"
3624,Shanghai Noon,"chon wang, clumsy imperial guard trail princess pei pei kidnapped forbidden city transported america. wang follows captor nevada, team unlikely partner, outcast outlaw roy o'bannon, try spring princess imprisonment. adventure action comedy western princess sioux travel rescue nativeamerican jackiechan owenwilson lucyliu xanderberkeley rogeryuan tomdey"
3633,On Her Majesty's Secret Service,"james bond track archnemesis ernst blofeld mountaintop retreat training army beautiful lethal women. along way, bond fall italian contessa tracy draco -- marries order get closer blofeld. meanwhile, locates blofeld alp embarks classic ski chase. adventure action thriller londonengland suicide england switzerland secretidentity georgelazenby dianarigg tellysavalas gabrieleferzetti ilsesteppat peterr.hunt"
3635,The Spy Who Loved Me,russian british submarine nuclear missile board vanish sight without trace. england russia blame james bond try solve riddle disappearing ships. kgb also agent case. adventure action thriller londonengland submarine england assassination spy rogermoore barbarabach curdjürgens richardkiel carolinemunro lewisgilbert
3638,Moonraker,transportation space shuttle boeing 747 crash atlantic ocean yet go look destroyed shuttle there. james bond investigates missing mission space shuttle soon learns shuttle owner hugo drax want kill mankind. action adventure thriller sciencefiction venice massmurder spacemarine spacesuit marcussquare rogermoore loischiles michaellonsdale corinnecléry richardkiel lewisgilbert
3639,The Man with the Golden Gun,golden bullet 007 engraved smash secret service headquarters. bullet came professional killer scaramanga yet miss target james bond begin mission try stop him. adventure action thriller londonengland england martialarts assassin exoticisland rogermoore christopherlee brittekland maudadams hervévillechaize guyhamilton
3646,Big Momma's House,"street-smart fbi agent sent georgia protect beautiful single mother son escaped convict, forced impersonate crass southern granny known big momma order remain incognito. crime comedy 绝地奶霸 卧底肥妈 big爆任务 超级妈妈 martinlawrence nialong paulgiamatti jaschawashington terrencehoward rajagosnell"
3671,Blazing Saddles,"town – everyone seems named johnson – way railroad and, order grab land, hedley lemar, politically connected nasty person, sends henchman make town unlivable. sheriff killed, town demand new sheriff governor, hedley convinces send town first black sheriff west. western comedy gun saloon governor marchingband comedy cleavonlittle genewilder harveykorman slimpickens madelinekahn melbrooks"
3672,Benji,stray dog save two kidnapped children. adventure family romance hostage affection rescue dog animalactor patsygarrett allenfiuzat cynthiasmith peterbreck francesbavier joecamp
3676,Eraserhead,"henry spencer try survive industrial environment, angry girlfriend, unbearable scream newly born mutant child. drama fantasy horror sciencefiction baby mutant claustrophobia nightmare parents-in-law jacknance charlottestewart allenjoseph jeannebates judithroberts davidlynch"
3686,Flatliners,"five medical student want find life death. plan stop one heart seconds, thus simulating death, bring person back life. science fiction thriller early 1990's star studded cast. drama horror sciencefiction thriller lifeanddeath afterlife swing memory medicalstudent kiefersutherland juliaroberts kevinbacon williambaldwin oliverplatt joelschumacher"
3688,Porky's,"set 1954, group florida high schoolers seek lose virginity lead seek revenge sleazy nightclub owner redneck sheriff brother harassing them. comedy malenudity femalenudity sex florida virgin danmonahan markherrier wyattknight cyrilo'reilly kakihunter bobclark"
3693,The Toxic Avenger,tromaville monstrous new hero. toxic avenger born mop boy melvin junko fall vat toxic waste. evildoer lot lose. sciencefiction action comedy horror corruption mayor antihero sadism toxic mitchcohen andreemaranda jenniferprichard cindymanion robertprichard lloydkaufman michaelherz
3694,The Toxic Avenger Part II,"toxic avenger lured tokyo, japan evil corporation apocalypse inc. toxic avenger fighting crime tokyo, apocalypse inc. spread evil tromaville. comedy horror action japan newjersey sequel superhero gore ronfazio johnaltamura phoebelegere rickcollins rikiyayasuoka lloydkaufman michaelherz"
3697,Predator 2,"ten year band mercenary first battled vicious alien, invisible creature another world returned earth -- time, drawn gang-ruled ravaged city los angeles. start murdering drug dealers, detective-lieutenant mike harrigan police force set capture creature, ignoring warning mysterious government agent stay away. sciencefiction action thriller predator warondrugs extraterrestrialtechnology losangeles invisible kevinpeterhall dannyglover garybusey rubénblades maríaconchitaalonso stephenhopkins"
3698,The Running Man,"2017, global economy collapsed american society become totalitarian police state, censoring cultural activity. government pacifies populace broadcasting number game show convicted criminal fight lives, including gladiator-style running man, hosted ruthless damon killian, “runners” attempt evade “stalkers” certain death chance pardoned set free. action sciencefiction prison chase huntinghumanbeings gameshow dystopia arnoldschwarzenegger richarddawson maríaconchitaalonso yaphetkotto jimbrown paulmichaelglaser"
3702,Mad Max,"dystopian future australia, vicious biker gang murder cop's family, make fight personal. adventure action thriller sciencefiction chain baby bridge post-apocalyptic dystopia melgibson joannesamuel hughkeays-byrne stevebisley timburns georgemiller"
3703,Mad Max 2: The Road Warrior,"max rockatansky return heroic loner drive dusty road postapocalyptic australian outback unending search gasoline. arrayed scraggly defendant fuel-depot encampment bizarre warrior commanded charismatic lord humungus, violent leader whose scruple barren surrounding landscape. adventure action thriller sciencefiction explosive boomerang pilot chase post-apocalyptic melgibson brucespence michaelpreston maxphipps vernonwells georgemiller"
3704,Mad Max Beyond Thunderdome,"mad max becomes pawn decadent oasis technological society, exiled, becomes deliverer colony children. action adventure sciencefiction arena sandstorm dystopia oasis sequel melgibson tinaturner brucespence helenbuday angelorossitto georgemiller georgeogilvie"
3707,Nine 1/2 Weeks,"erotic story woman, assistant art gallery, get involved impersonal affair man. barely know life, sex game play, relationship begin get complicated. drama romance sexualobsession prostitute women'ssexualidentity broker galleryowner mickeyrourke kimbasinger margaretwhitton davidmargulies christinebaranski adrianlyne"
3708,Firestarter,"youths, andy mcgee (david keith) future wife, vicky (heather locklear), participated secret experiments, allowing subjected mysterious medical tests. year later, couple's daughter, charlie (drew barrymore), begin exhibit ability setting fire solely mind. volatile talent make youngster extremely dangerous soon becomes target enigmatic agency known ""the shop."" fantasy drama horror action thriller fire telepathy intelligence college davidkeith drewbarrymore freddiejones heatherlocklear martinsheen markl.lester"
3710,Action Jackson,vengence drive tough detroit cop stay trail power hungry auto magnate who's systematically eliminating competition. action adventure comedy crime drama showdown suspicionofmurder boxer suspension organizedcrime carlweathers craigt.nelson vanity sharonstone thomasf.wilson craigr.baxley
3717,Gone in Sixty Seconds,"upon learning come retirement steal 50 car one night save brother kip's life, former car thief randall ""memphis"" raines enlists help ""boost happy"" pal accomplish seemingly impossible feat. countless car chase relentless cops, high-octane excitement build randall swerve around roadblock keep kip alive. action crime thriller brotherbrotherrelationship detective carrace carthief blackmail nicolascage angelinajolie giovanniribisi delroylindo willpatton dominicsena"
3730,The Conversation,"surveillance expert harry caul (gene hackman) hired mysterious client's brusque aide (harrison ford) tail young couple, mark (frederic forrest) ann (cindy williams). tracking pair san francisco's union square, caul associate stan (john cazale) manage record cryptic conversation them. tormented memory previous case ended badly, caul becomes obsessed resulting tape, trying determine couple danger. crime drama mystery sanfrancisco paranoia audiotape wiretap shadowing genehackman johncazale fredericforrest cindywilliams harrisonford francisfordcoppola"
3740,Big Trouble in Little China,"trucker, jack burton agreed take friend, wang chi pick fiancee airport, never expected get involved supernatural battle good evil. wang's fiancee emerald green eyes, make perfect target immortal sorcerer, lo pan three invincible cronies. lo pan must marry girl green eye regain physical form. action adventure comedy fantasy kungfu chinatown magic mystery kurtrussell kimcattrall dennisdun jameshong victorwong johncarpenter"
3743,Boys and Girls,"ryan jennifer opposite definitely attract. least that's always believed. met twelve-year-olds, disliked one another. met teenagers, loathed other. meet college, uptight ryan free-spirited jennifer find difference bind together rare friendship develops. comedy drama romance soulmates newlove platoniclove lover girlfriend freddieprinzejr. claireforlani jasonbiggs amandadetmer alysonhannigan robertiscove"
3744,Shaft,"new york police detective john shaft arrest walter wade jr. racially motivated slaying. eyewitness disappears, wade jump bail switzerland. two year later wade return face trial, confident money influence get acquitted -- especially since paid drug kingpin kill witness. action adventure crime thriller corruption blackpeople italo-american brothersisterrelationship drugdealer samuell.jackson jeffreywright christianbale bustarhymes danhedaya johnsingleton"
3745,Titan A.E.,"young man find hold key restoring hope ensuring survival human race, alien specie called dredge bent mankind's destruction. animation action sciencefiction family adventure monster galaxy dystopia space alien mattdamon billpullman drewbarrymore johnleguizamo nathanlane garygoldman donbluth"
3747,Jesus' Son,young man turn drug addiction petty crime life redeemed discovery compassion comedy drama romance drugabuse magicmushroom darkcomedy independentfilm drug billycrudup denisleary jackblack dennishopper hollyhunter alisonmaclean
3751,Chicken Run,"hopelessly repressed facing eventual certain death british chicken farm held, rocky american rooster ginger chicken decide rebel evil mr. mrs. tweedy, farm's owners. rocky ginger lead fellow chicken great escape murderous farmer farm doom. animation comedy family chicken freedom escape chickenfarm piemachine melgibson mirandarichardson timothyspall imeldastaunton janehorrocks nickpark peterlord"
3752,"Me, Myself & Irene","rhode island state trooper charlie baileygates multiple personality disorder. one personality crazy aggressive, friendly laid back. personality fall love woman named irene charlie loses medication. comedy schizophrenia ex-cop aftercreditsstinger duringcreditsstinger jimcarrey renéezellweger anthonyanderson robertforster richardjenkins bobbyfarrelly peterfarrelly"
3753,The Patriot,"proving field battle french indian war, benjamin martin want nothing things, preferring simple life farmer. son gabriel enlists army defend new nation, america, british, benjamin reluctantly return old life protect son. drama history war action rebel southernusa lossofson martialarts general melgibson heathledger joelyrichardson jasonisaacs tchékykaryo rolandemmerich"
3754,The Adventures of Rocky & Bullwinkle,"rocky bullwinkle living finance made rerun cartoon show. boris natasha somehow manage crossover reality team fearless leader, evil criminal turned medium mogul evil plan sleeve. rocky bullwinkle must stop three wreak havoc. action adventure animation comedy family adventure cartoon comedy breakingthefourthwall talkingtothecamera renerusso jasonalexander piperperabo randyquaid robertdeniro desmcanuff"
3755,The Perfect Storm,"october 1991, confluence weather condition combined form killer storm north atlantic. caught storm sword-fishing boat andrea gail. magnificent foreshadowing anticipation fill true-life drama minute detail fishing boats, gear weather juxtaposed sea adventure. drama u.s.airforce grocery jamaican meteorologist rescueboat georgeclooney markwahlberg dianelane johnc.reilly williamfichtner wolfgangpetersen"
3760,The Kentucky Fried Movie,"series loosely connected skit spoof news programs, commercials, porno films, kung-fu films, disaster films, blaxploitation films, spy films, mafia films, fear somebody watching side tv. comedy journalism commercial television tvshow manipulationofthemedia evanc.kim bongsoohan marilynjoi saulkahan marcygoldman johnlandis"
3761,Bound by Honor,"based true life experience poet jimmy santiago baca, film focus half-brother paco cruz, bi-racial cousin miklo. open 1972, three member east l.a. gang known ""vatos locos"", story focus violent crime influence narcotic alter lives. miklo incarcerated sent san quentin, make ""home"" himself. cruz becomes exceptional artist, heroin addiction overcomes tragic results. paco becomes cop enemy ""carnal"", miklo. action crime drama thriller juvenileprison artist jail eastl.a. hood damianchapa jesseborrego benjaminbratt enriquecastillo victorrivers taylorhackford"
3774,House Party 2,kid'n'play leave neighborhood enter world adulthood higher education. play attempt get rich quick music business kid face challenge college. comedy martinlawrence christophermartin christopherreid paulanthony tishacampbell-martin dougmchenry georgejackson
3784,The Kid,"powerful businessman rus duritz self-absorbed immersed work. magic moon, meet rusty, chubby, charming 8-year-old version can't believe could turn badly -- life dog. rusty's help, rus able reconcile person used dream man actually become. fantasy comedy family agedifference midlifecrisis suppressedpast self-awareness childhoodmemory brucewillis spencerbreslin emilymortimer lilytomlin chimcbride jonturteltaub"
3786,But I'm a Cheerleader,"megan all-american girl. cheerleader. boyfriend. megan like kissing boyfriend much. pretty touchy cheerleader friends. conservative parent worry must lesbian send ""sexual redirection"" school, must learn straight. comedy comingout cheerleader homosexuality independentfilm lesbian natashalyonne brandtwille budcort michellewilliams rupaul jamiebabbit"
3790,Groove,inside look one night san francisco underground rave scene. drama music romance independentfilm hamishlinklater dennykirkwood mackenziefirgens lolaglaudini stevevanwormer gregharrison
3791,Footloose,"teenager ren family move big-city chicago small town west, real case culture shock. drama family music romance dancing dancer dance music danceteacher kevinbacon johnlithgow diannewiest chrispenn lorisinger herbertross"
3792,Duel in the Sun,"beautiful half-breed pearl chavez becomes ward dead father's first love find torn sons, one good bad. western halfbreed jenniferjones josephcotten gregorypeck lionelbarrymore herbertmarshall kingvidor"
3793,X-Men,"two mutants, rogue wolverine, come private academy kind whose resident superhero team, x-men, must oppose terrorist organization similar powers. adventure action sciencefiction mutant marvelcomic superhero basedoncomicbook superhuman patrickstewart hughjackman ianmckellen halleberry famkejanssen bryansinger"
3794,Chuck & Buck,"buck man-child lived existence life kindergarten collage lollipops. buck remembers old childhood friend chuck, feel need reconnect invited mother's funeral. buck trek la chuck, music record executive, living life. buck end developing obsession chuck begin stalking him. comedy drama gay independentfilm mentallyhandicappedman mikewhite chrisweitz lupeontiveros mayarudolph paulweitz miguelarteta"
3797,The In Crowd,"mentally disturbed young woman take job posh country club fall clique wealthy college kid taken wing clique's twisted leader, harbor dark secret terrifying tell. thriller womandirector susanward loriheuring matthewsettle nathanbexton tessharper marylambert"
3798,What Lies Beneath,"claire spencer start hearing ghostly voice seeing spooky images, wonder otherworldly spirit trying contact her. while, husband try reassure telling head. claire investigates, discovers man love might know letting on. drama horror mystery thriller secret hauntedhouse ouijaboard haunting missinggirl harrisonford michellepfeiffer dianascarwid jamesremar mirandaotto robertzemeckis"
3812,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,"collection seven vignettes, address question concerning human sexuality. comedy transsexuality perversity sperm orgasm sodomy woodyallen johncarradine loujacobi louiselasser anthonyquayle woodyallen"
3820,Thomas and the Magic Railroad,"mr. conductor's supply magic gold dust, allows travel shining time thomas's island, critically low. unfortunately, know get more. meanwhile, thomas fending attack nasty diesel engines. getting gold dust require help mr. c's slacker cousin, new friend lily morose grandfather, plus secret engine. animation drama family sciencefiction alecbaldwin peterfonda marawilson brittallcroft"
3821,Nutty Professor II: The Klumps,"hilarity begin professor sherman klump find romance fellow dna specialist, denise gaines, discovers brilliant formula revers aging. sherman's thin obnoxious alter ego, buddy love, want out...and big piece action. buddy get loose, thing get seriously nutty. fantasy comedy romance sciencefiction alterego madscientist family dean duringcreditsstinger eddiemurphy janetjackson larrymiller johnales richardgant petersegal"
3824,Autumn in New York,"autumn new york follows sexual exploit keane - new york restaurateur, infamous verging-on-50 playboy, master no-commitment seduction - run unexpected dead end meet charlotte fielding. charlotte half will's age twice match, 21 year-old free spirit yearning get taste excitement adult life. drama romance newlove loveofone'slife unexpectedhappiness dyinganddeath success richardgere winonaryder anthonylapaglia elainestritch verafarmiga joanchen"
3825,Coyote Ugly,"graced velvet voice, 21-year-old violet sanford head new york pursue dream becoming songwriter find aspiration sidelined accolade notoriety receives ""day"" job barmaid coyote ugly. ""coyotes"" affectionately called tantalize customer medium alike outrageous antics, making coyote ugly watering hole guy prowl. comedy bar musical beautifulwoman piperperabo adamgarcia johngoodman izabellamiko tyrabanks davidmcnally"
3826,Hollow Man,"cocky researcher, sebastian caine working project make living creature invisible confident found right formula test soon begin vanish. problem – no-one determine make visible again. caine's predicament eventually drive mad, terrifying results. action sciencefiction thriller killing humanexperimentation scientist invisibleman scienceexperiment kevinbacon elisabethshue joshbrolin kimdickens rhonamitra paulverhoeven"
3827,Space Cowboys,"frank corvin, ‘hawk’ hawkins, jerry o'neill ‘tank’ sullivan hotdog member project daedalus, air force's test program space travel, hope dashed 1958 formation nasa use trained chimps. blackmail way orbit russia's mysterious ‘ikon’ communication satellite's orbit begin degrade threatens crash earth. action adventure thriller nasa spacetravel astronaut elderly clinteastwood tommyleejones donaldsutherland jamesgarner jamescromwell clinteastwood"
3830,Psycho Beach Party,"spoof 1960's beach party/gidget surfing movie mixed slasher horror films. not-so-innocent girl 1960's malibu becomes first girl surfer malibu beach, suffers dissociative identity disorder occasionally alter ego, sexually aggressive, foul-speaking girl, come out. ""episodes"" several beach goer found murdered. comedy gay dancing detective confession beach laurenambrose nicholasbrendon amyadams charlesbusch thomasgibson robertleeking"
3833,The Brain That Wouldn't Die,"dr. bill cortner (jason evers) fiancée, jan compton (virginia leith), driving lab get horrible car accident. compton decapitated. cortner fazed seemingly insurmountable hurdle. expertise transplants, excited perform first head transplant. keeping compton's head alive lab, cortner plan groundbreaking yet unorthodox surgery. first, however, need body. horror sciencefiction transplantation experiment mutant brain fiancé jasonevers virginialeith dorisbrent audreydevereal eddiecarmel josephgreen"
3837,Phantasm II,"mike, release psychiatric hospital, team old pal reggie hunt tall man, again. mysterious, beautiful girl also become part mike's dreams, must find tall man does. action horror sciencefiction thriller portal undertaker evil tallman sentinals jameslegros reggiebannister angusscrimm paulairvine samanthaphillips doncoscarelli"
3854,Aimee & Jaguar,"berlin 1943/44 (""the battle berlin""). felice, intelligent courageous jewish woman life false name, belongs underground organization. lilly, devoted mother four, though occasional unfaithful wife, desperate love. unusual passionate love blossom despite danger persecution nightly bombing raids. gestapo felice's trail. friend flee, decides sit war lilly. one hot day august 1944, gestapo waiting lilly's flat... drama history romance berlin jew forbiddenlove lesbianrelationship homosexuality mariaschrader julianeköhler johannawokalek heikemakatsch elisabethdegen maxfärberböck"
3857,Bless the Child,"maggie's sister jenna saddle autistic newborn named cody touch maggie's heart becomes daughter always longed for. six year later jenna suddenly re-enters life and, mysterious new husband, eric stark, abducts cody. despite fact maggie legal right cody, fbi agent john travis, take cause realizes cody share birth date several recently missing children. drama horror thriller crime sistersisterrelationship autism mephisto satanism ersatz kimbasinger angelabettis hollistoncoleman rufussewell christinaricci chuckrussell"
3858,Cecil B. Demented,insane independent film director renegade group teenage film maker kidnap a-list hollywood actress force star underground film. thriller comedy crime heroin blindfold bong perversion burnedalive melaniegriffith stephendorff aliciawitt adriangrenier lawrencegilliardjr. johnwaters
3861,The Replacements,"maverick old-guard coach jimmy mcginty hired wake players' strike help washington sentinel advance playoffs. impossible dream hinge whether replacement hunker job. so, mcginty dust secret dossier ex-players never got chance (or screwed one given) knit together bad-dream team guy may give sentinel title shot. comedy americanfootball strike sport coach misfit keanureeves genehackman brookelangton orlandojones faizonlove howarddeutch"
3863,The Cell,psychotherapist journey inside comatose serial killer hope saving latest victim. horror sciencefiction thriller drowning therapist virtualreality serialkiller psychopathy jenniferlopez vincentd'onofrio vincevaughn mariannejean-baptiste catherinesutherland tarsemsingh
3864,Godzilla 2000,godzilla save tokyo flying saucer transforms beast orga. adventure horror action sciencefiction japan monster flyingsaucer godzilla city takehiromurata naominishida mayusuzuki hiroshiabe shirôsano takaookawara
3865,The Original Kings of Comedy,"original king comedy achieves seemingly impossible task capturing rollicking sly comedy routine stand-up sitcom vet steve harvey, d.l. hughley, cedric entertainer, bernie mac magic experiencing live concert show. director spike lee crew plant multitude camera packed stadium onstage (as well backstage, follow comedians) catch vivid immediacy show, much audience jokes. comedy steveharvey d.l.hughley cedrictheentertainer berniemac spikelee"
3869,The Naked Gun 2½: The Smell of Fear,"bumbling cop frank drebin foil big boy energy industry, intend suppress technology put business. comedy crime washingtond.c. usapresident spoof thewhitehouse leslienielsen priscillapresley georgekennedy o.j.simpson robertgoulet davidzucker"
3879,The Art of War,"ruthless terrorist threaten bring united nations, frame one man believe stop them: international security expert named shaw. must run ally become solitary force good, try stop could become world war iii. crime action adventure china chinesewoman secretagent conspiracyofmurder unitednations wesleysnipes donaldsutherland maurychaykin annearcher michaelbiehn christianduguay"
3882,Bring It On,"toro cheerleading squad rancho carne high school san diego got spirit, spunk, sas killer routine that's sure land national championship trophy sixth year row. newly-elected team captain, toros' road total cheer glory take shady turn discovers perfectly-choreographed routine fact stolen. comedy cheerleader sport highschool teenagegirl cheerleading kirstendunst jessebradford elizadushku gabrielleunion huntleyritter peytonreed"
3884,The Crew,four retired mobster plan one last crime save retirement home. action comedy richarddreyfuss burtreynolds danhedaya seymourcassel carrie-annemoss michaeldinner
3889,Highlander: Endgame,"immortal connor duncan macleod join force man connor's distant past highland scotland, kell, immensely powerful immortal lead army equally powerful deadly immortal swordsman assassins. immortal alive able defeat kell yet, neither connor duncan skilled enough take live. two eventually come one inevitable conclusion; one must die combined power highlander bring kell good. one... question is, be? action fantasy sciencefiction lossoflover antiquary lossofpowers deathofafriend immortality christopherlambert brucepayne adrianpaul donnieyen lisabarbuscia douglasaarniokoski"
3892,Anatomy,"medical student paula henning win place exclusive heidelberg medical school. body young man met train turn dissection table, begin investigate mysterious circumstance surrounding death, uncovers gruesome conspiracy perpetrated antihippocratic secret society operating within school. horror thriller butterfly dissection scalpel medicalschool frankapotente bennofürmann annaloos oliverwnuk sebastianblomberg stefanruzowitzky"
3893,Nurse Betty,"happens person decides life merely state mind? betty, small-town waitress soap opera fan fair oaks, kansas, refuse believe can't love life really exist. all, life excuse living. traumatized savage event, betty enters fugue state allows -- even encourages -- keep functioning... kind alternate reality. comedy crime thriller independentfilm nativeamerican violence soapopera usedcardealer renéezellweger morganfreeman chrisrock gregkinnear aaroneckhart neillabute"
3895,The Watcher,"fbi agent joel campbell, burnt-out shell-shocked year spent chasing serial killers, flees l.a. begin new life chicago. five month later, joel's best laid plan abruptly cut short new hometown becomes setting particularly gruesome murders--murders could committed one man: david allen griffin. one joel's elusive cunning nemeses, griffin followed former pursuer chicago order play sadistic game cat mouse. taunting joel photograph intended victim leaving crime scene meticulously free clue order keep police bay, griffin derives much pleasure watching joel react every movement watching victim die. griffin move joel's inner circle, joel must quickly find way stop someone close becomes next one die. mystery thriller chicago fbi menace coveredinvestigation stateofemergency jamesspader keanureeves marisatomei erniehudson chrisellis joecharbanic"
3896,The Way of the Gun,"parker longbaugh pair low-level petty criminals, living grid funding existence unconventional often illegal means. wanting move past petty crime, vow get proverbial ""big score. action crime drama thriller gunslinger mexico hotel ransom mexicanstandoff beniciodeltoro ryanphillippe juliettelewis jamescaan tayediggs christophermcquarrie"
3897,Almost Famous,"almost famous autobiographical inspired film 15-year-old hired rolling stone magazine follow interview rock band tour. film growing up, first love, disappointment, life rock star. drama music hotelroom sandiego drugaddiction stewardess overdose katehudson billycrudup francesmcdormand jasonlee patrickfugit cameroncrowe"
3901,Duets,"duet road-trip comedy revolves around little known world karaoke whimsical character inhabit it. road lead omaha, site national karaoke competition motley group singer star come together blow-out sing-off. comedy drama music musical gwynethpaltrow scottspeedman mariabello paulgiamatti andrebraugher brucepaltrow"
3903,Urbania,"charlie take odyssey grief fall weekend new york city. encounter planned chance: homeless man sleep building, friend who's dying, couple life (and noisily loves) flat him, bartender one-night-stand follows home, tattooed stranger seek befriends. along way, charlie inhabits city full moment violence story legends: kidney thief, microwaved poodle, rat hot dog bun, baby left car top, tourist's toothbrush, needle public-phone change slots. charlie life tell stories. caused melancholy? romance drama danfutterman mattkeeslar samuelball lothairebluteau alancumming jonmatthews"
3905,The Specials,"america's 7th best superhero team, specials, group geek oddballs. get see one day life fan new member nightbird join group, time group get new line action figures. members' extreme personality personal issue threaten rip group apart. action comedy superhero jordanladd roblowe jamiekennedy thomashadenchurch jamesgunn craigmazin"
